x y z
74.9859514455853 5000 0.539172415492
74.9859514455853 10270.2702702703 0.540972323468
74.9859514455853 15540.5405405405 0.546275602368
74.9859514455853 20810.8108108108 0.545920213276
74.9859514455853 26081.0810810811 0.547851279508
74.9859514455853 31351.3513513513 0.547874819248
74.9859514455853 36621.6216216216 0.547707853696
74.9859514455853 41891.8918918919 0.548324160052
74.9859514455853 47162.1621621622 0.547553646348
74.9859514455853 52432.4324324324 0.54511149404
74.9859514455853 57702.7027027027 0.547406206744
74.9859514455853 62972.972972973 0.549040868784
74.9859514455853 68243.2432432432 0.545662797836
74.9859514455853 73513.5135135135 0.547525334588
74.9859514455853 78783.7837837838 0.551176165356
74.9859514455853 84054.0540540541 0.550933621268
74.9859514455853 89324.3243243243 0.547928669248
74.9859514455853 94594.5945945946 0.547928101304
74.9859514455853 99864.8648648649 0.549137835964
74.9859514455853 105135.135135135 0.54698909476
74.9859514455853 110405.405405405 0.54673017132
74.9859514455853 115675.675675676 0.546392568428
74.9859514455853 120945.945945946 0.544822018264
74.9859514455853 126216.216216216 0.54885196568
74.9859514455853 131486.486486486 0.551135875916
74.9859514455853 136756.756756757 0.548947751736
74.9859514455853 142027.027027027 0.549548732944
74.9859514455853 147297.297297297 0.547847048964
74.9859514455853 152567.567567568 0.549256509692
74.9859514455853 157837.837837838 0.549939076628
74.9859514455853 163108.108108108 0.545146524404
74.9859514455853 168378.378378378 0.549514635416
74.9859514455853 173648.648648649 0.546964234988
74.9859514455853 178918.918918919 0.547956176216
74.9859514455853 184189.189189189 0.548718219212
74.9859514455853 189459.459459459 0.54892219164
74.9859514455853 194729.72972973 0.547279717756
74.9859514455853 2e+05 0.546698401672
119.584564843992 5000 0.562434929004
119.584564843992 10270.2702702703 0.567903059736
119.584564843992 15540.5405405405 0.573671791976
119.584564843992 20810.8108108108 0.5760409164
119.584564843992 26081.0810810811 0.57768944772
119.584564843992 31351.3513513513 0.577804919752
119.584564843992 36621.6216216216 0.578685206148
119.584564843992 41891.8918918919 0.578801339236
119.584564843992 47162.1621621622 0.57966008574
119.584564843992 52432.4324324324 0.579573304864
119.584564843992 57702.7027027027 0.579894633144
119.584564843992 62972.972972973 0.580275869956
119.584564843992 68243.2432432432 0.5807196925
119.584564843992 73513.5135135135 0.580190526392
119.584564843992 78783.7837837838 0.580828759004
119.584564843992 84054.0540540541 0.580768635184
119.584564843992 89324.3243243243 0.581495460312
119.584564843992 94594.5945945946 0.5812370066
119.584564843992 99864.8648648649 0.580832861932
119.584564843992 105135.135135135 0.5807461303
119.584564843992 110405.405405405 0.581046742972
119.584564843992 115675.675675676 0.581619579512
119.584564843992 120945.945945946 0.580938004228
119.584564843992 126216.216216216 0.58106945326
119.584564843992 131486.486486486 0.581568207836
119.584564843992 136756.756756757 0.581177493804
119.584564843992 142027.027027027 0.581082611256
119.584564843992 147297.297297297 0.581182739608
119.584564843992 152567.567567568 0.581237257236
119.584564843992 157837.837837838 0.580954349848
119.584564843992 163108.108108108 0.58145788354
119.584564843992 168378.378378378 0.581685387
119.584564843992 173648.648648649 0.581376801896
119.584564843992 178918.918918919 0.581441498156
119.584564843992 184189.189189189 0.581467282052
119.584564843992 189459.459459459 0.582050400896
119.584564843992 194729.72972973 0.582512914928
119.584564843992 2e+05 0.582297544384
196.542939038459 5000 0.562259426876
196.542939038459 10270.2702702703 0.563380534752
196.542939038459 15540.5405405405 0.567602691868
196.542939038459 20810.8108108108 0.569450044748
196.542939038459 26081.0810810811 0.570792634404
196.542939038459 31351.3513513513 0.573074585388
196.542939038459 36621.6216216216 0.574214485904
196.542939038459 41891.8918918919 0.575079499672
196.542939038459 47162.1621621622 0.575542766196
196.542939038459 52432.4324324324 0.575445657612
196.542939038459 57702.7027027027 0.575981357112
196.542939038459 62972.972972973 0.575351617072
196.542939038459 68243.2432432432 0.575800569148
196.542939038459 73513.5135135135 0.57608913374
196.542939038459 78783.7837837838 0.577114671728
196.542939038459 84054.0540540541 0.577247649268
196.542939038459 89324.3243243243 0.576869806784
196.542939038459 94594.5945945946 0.577391585644
196.542939038459 99864.8648648649 0.57717756856
196.542939038459 105135.135135135 0.577361669536
196.542939038459 110405.405405405 0.577822116396
196.542939038459 115675.675675676 0.577664672804
196.542939038459 120945.945945946 0.577354863748
196.542939038459 126216.216216216 0.576993031024
196.542939038459 131486.486486486 0.577929629996
196.542939038459 136756.756756757 0.57874923166
196.542939038459 142027.027027027 0.577972939332
196.542939038459 147297.297297297 0.578317718344
196.542939038459 152567.567567568 0.577437905604
196.542939038459 157837.837837838 0.5778677177
196.542939038459 163108.108108108 0.578652636488
196.542939038459 168378.378378378 0.578703453676
196.542939038459 173648.648648649 0.578159038528
196.542939038459 178918.918918919 0.578412096384
196.542939038459 184189.189189189 0.577883513708
196.542939038459 189459.459459459 0.578436177424
196.542939038459 194729.72972973 0.577596379932
196.542939038459 2e+05 0.578265177
187.983992302624 5000 0.554839600632
187.983992302624 10270.2702702703 0.561839184492
187.983992302624 15540.5405405405 0.564463360192
187.983992302624 20810.8108108108 0.565527880964
187.983992302624 26081.0810810811 0.565546960132
187.983992302624 31351.3513513513 0.566535033696
187.983992302624 36621.6216216216 0.566009503572
187.983992302624 41891.8918918919 0.56687747712
187.983992302624 47162.1621621622 0.566801070408
187.983992302624 52432.4324324324 0.567623356168
187.983992302624 57702.7027027027 0.56521018932
187.983992302624 62972.972972973 0.565894647188
187.983992302624 68243.2432432432 0.566377716176
187.983992302624 73513.5135135135 0.566975448972
187.983992302624 78783.7837837838 0.565782040548
187.983992302624 84054.0540540541 0.567579066072
187.983992302624 89324.3243243243 0.567313914484
187.983992302624 94594.5945945946 0.56644482868
187.983992302624 99864.8648648649 0.565790887536
187.983992302624 105135.135135135 0.5666237523
187.983992302624 110405.405405405 0.5666018745
187.983992302624 115675.675675676 0.56600298204
187.983992302624 120945.945945946 0.56564498426
187.983992302624 126216.216216216 0.566329287376
187.983992302624 131486.486486486 0.56723609646
187.983992302624 136756.756756757 0.565776797028
187.983992302624 142027.027027027 0.566680767184
187.983992302624 147297.297297297 0.564793685892
187.983992302624 152567.567567568 0.56587725362
187.983992302624 157837.837837838 0.56772705452
187.983992302624 163108.108108108 0.56578012132
187.983992302624 168378.378378378 0.564232763768
187.983992302624 173648.648648649 0.564803124172
187.983992302624 178918.918918919 0.564440747796
187.983992302624 184189.189189189 0.567397691036
187.983992302624 189459.459459459 0.565339470128
187.983992302624 194729.72972973 0.566249045644
187.983992302624 2e+05 0.565642612264
91.9383087343425 5000 0.191448154088
91.9383087343425 10270.2702702703 0.198593548296
91.9383087343425 15540.5405405405 0.16992587678
91.9383087343425 20810.8108108108 0.197186121588
91.9383087343425 26081.0810810811 0.203981534816
91.9383087343425 31351.3513513513 0.196633096784
91.9383087343425 36621.6216216216 0.171726046424
91.9383087343425 41891.8918918919 0.180880351204
91.9383087343425 47162.1621621622 0.194597024912
91.9383087343425 52432.4324324324 0.175730512916
91.9383087343425 57702.7027027027 0.179737294212
91.9383087343425 62972.972972973 0.193411664908
91.9383087343425 68243.2432432432 0.173046361068
91.9383087343425 73513.5135135135 0.177779019872
91.9383087343425 78783.7837837838 0.186524173928
91.9383087343425 84054.0540540541 0.178801549576
91.9383087343425 89324.3243243243 0.190567772012
91.9383087343425 94594.5945945946 0.177817635696
91.9383087343425 99864.8648648649 0.20071901258
91.9383087343425 105135.135135135 0.184135557068
91.9383087343425 110405.405405405 0.175712312388
91.9383087343425 115675.675675676 0.178033080996
91.9383087343425 120945.945945946 0.165857077976
91.9383087343425 126216.216216216 0.180651149848
91.9383087343425 131486.486486486 0.192116776924
91.9383087343425 136756.756756757 0.180411851192
91.9383087343425 142027.027027027 0.188110801952
91.9383087343425 147297.297297297 0.180078800408
91.9383087343425 152567.567567568 0.172932445756
91.9383087343425 157837.837837838 0.183427746972
91.9383087343425 163108.108108108 0.167608995892
91.9383087343425 168378.378378378 0.191094873104
91.9383087343425 173648.648648649 0.172549072132
91.9383087343425 178918.918918919 0.19769472948
91.9383087343425 184189.189189189 0.161112446612
91.9383087343425 189459.459459459 0.165248373724
91.9383087343425 194729.72972973 0.183801377252
91.9383087343425 2e+05 0.183887849064
42.0957077461691 5000 0.43023925424
42.0957077461691 10270.2702702703 0.432126747172
42.0957077461691 15540.5405405405 0.441552922348
42.0957077461691 20810.8108108108 0.440648689124
42.0957077461691 26081.0810810811 0.44578806024
42.0957077461691 31351.3513513513 0.434372635056
42.0957077461691 36621.6216216216 0.449606930524
42.0957077461691 41891.8918918919 0.448119260904
42.0957077461691 47162.1621621622 0.447152026504
42.0957077461691 52432.4324324324 0.447411057208
42.0957077461691 57702.7027027027 0.444510711568
42.0957077461691 62972.972972973 0.432494128828
42.0957077461691 68243.2432432432 0.427136989436
42.0957077461691 73513.5135135135 0.446225744564
42.0957077461691 78783.7837837838 0.446203350372
42.0957077461691 84054.0540540541 0.443451955948
42.0957077461691 89324.3243243243 0.432396089156
42.0957077461691 94594.5945945946 0.43768671174
42.0957077461691 99864.8648648649 0.4299394916
42.0957077461691 105135.135135135 0.437589604288
42.0957077461691 110405.405405405 0.437749818484
42.0957077461691 115675.675675676 0.439991528384
42.0957077461691 120945.945945946 0.432104331108
42.0957077461691 126216.216216216 0.438255223368
42.0957077461691 131486.486486486 0.432243514468
42.0957077461691 136756.756756757 0.43348628956
42.0957077461691 142027.027027027 0.43561049112
42.0957077461691 147297.297297297 0.428527647912
42.0957077461691 152567.567567568 0.42919123102
42.0957077461691 157837.837837838 0.43594529248
