X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20 X21 X22 X23 X24 X25 X26 X27 X28 X29 X30 X31 X32 X33 X34 X35 X36 X37 X38 X39 X40 X41 X42 X43 X44 X45 X46 X47 X48 X49 X50
0.3683472309 0.3985951674 0.3775591365 0.311825745 0.3715617836 0.2980374853 0.4097849717 0.3997893455 0.399261338 0.3677832808 0.3621984128 0.4134944951 0.4142328528 0.4014838831 0.3453900877 0.3291758344 0.3925895597 0.2697988056 0.3619284438 0.3594714265 0.3974954404 0.3329660271 0.3961529758 0.3891190397 0.4141398671 0.3846255478 0.4016391737 0.411957492 0.3964512301 0.4272395371 0.3010746498 0.384694277 0.3688548769 0.3800204847 0.3768510204 0.3581888784 0.3762067262 0.3550142602 0.2936810997 0.3472747845 0.3766489651 0.3496062382 0.3532538689 0.3150277588 0.393612995 0.373749309 0.340837003 0.371456006 0.3653828014 0.3196018592
0.3783303434 0.4066447584 0.4014786687 0.4022378735 0.3536318615 0.3554557359 0.3465310923 0.3954900375 0.3705567613 0.3900609144 0.3631851146 0.3949951779 0.395744272 0.4337807111 0.3356280546 0.3697323347 0.4043542931 0.3468635113 0.3614172513 0.3153653019 0.3654392184 0.3762630001 0.4085397477 0.2546702004 0.3966794887 0.3692930316 0.387420239 0.3942498178 0.3756059969 0.4272773677 0.3822810164 0.3809713778 0.3800545881 0.3158688946 0.3383462332 0.4196053858 0.3655142768 0.3553116657 0.3308113258 0.3898468976 0.3440753608 0.3486397953 0.3719920324 0.3366128171 0.3717461248 0.3725508362 0.3820984618 0.3224776381 0.3964937897 0.3712492262
0.3396420216 0.4265778258 0.4071051825 0.4104122874 0.3981141406 0.2994780635 0.3503169179 0.4132022259 0.3965004207 0.3872875773 0.3857355449 0.4019062665 0.4092108091 0.4254354247 0.3575361852 0.3611246515 0.3771990931 0.3585908803 0.3621597571 0.3590362063 0.3488223315 0.3775551896 0.4050147804 0.369834667 0.4071536022 0.3710314018 0.3964483694 0.4075469193 0.3651564321 0.4296220292 0.3710226506 0.3740742736 0.3888986838 0.3478640426 0.363350284 0.4180463948 0.3997825781 0.3834702771 0.3424677663 0.3772231853 0.3469871832 0.3534690293 0.3992476424 0.3824559137 0.374545865 0.3871324333 0.405933343 0.3956051534 0.405233795 0.3962586519
0.3746002002 0.3790582258 0.3927728911 0.3127878496 0.368491127 0.3541788376 0.3634325239 0.4169299379 0.3946356121 0.3865612302 0.330557345 0.4284747357 0.409185574 0.4225300818 0.3712157159 0.3040651274 0.3937804938 0.3555243416 0.3515694041 0.3256512329 0.388574502 0.3905670761 0.4192385735 0.3791594549 0.3862772193 0.2875914347 0.4052288277 0.3988837019 0.3313154006 0.4193883786 0.4101359731 0.4080270589 0.354513102 0.3246602952 0.3924293563 0.4155292584 0.423274969 0.3823715023 0.3460049663 0.2728060333 0.3357431578 0.3764095288 0.3833681053 0.3979872529 0.3664154164 0.371021728 0.4014688896 0.3526862808 0.3965913657 0.3558738712
0.4007603004 0.4198297277 0.3903386448 0.293376501 0.3996619567 0.3609985207 0.310645596 0.4074465486 0.376033813 0.4052946319 0.2220865065 0.4126204327 0.4015106703 0.408366911 0.3900058457 0.3974879492 0.3890477282 0.3528291647 0.3646478142 0.3926807007 0.3825822514 0.4110550062 0.39590964 0.3545211009 0.397770597 0.3459328041 0.4004142811 0.408115321 0.3603161618 0.4205425162 0.4156663126 0.3727431458 0.3905307218 0.3203120033 0.405766162 0.4121313679 0.3838800155 0.3856295907 0.3412170638 0.3136133154 0.3283212378 0.3636163501 0.4085985623 0.3910390002 0.3786895767 0.3618056548 0.3917957795 0.3293234824 0.3662600562 0.3754260211
0.4091003717 0.4057681227 0.4164720696 0.3306897885 0.3964127214 0.3977925228 0.2962148466 0.41433196 0.3725356435 0.3813981021 0.2030557446 0.411061619 0.414846637 0.4229384648 0.3599466947 0.4051533236 0.3879409973 0.3708471754 0.2584584954 0.3924077395 0.383546464 0.3669923759 0.388828555 0.3769907814 0.3670519793 0.3830353422 0.3909076048 0.3700912187 0.399677544 0.41727418 0.3903578513 0.3993885422 0.3796715336 0.3886257357 0.3947850863 0.4118554091 0.4031213993 0.3885662797 0.3126767725 0.3897276315 0.3583544811 0.3080448338 0.3539452551 0.3372971999 0.3779031456 0.4062034862 0.4124158428 0.3896396766 0.3966891564 0.377763747
0.3872910679 0.4100139501 0.4069158968 0.366858484 0.3954368423 0.389845991 0.370043094 0.4133084533 0.4004188278 0.3909040464 0.3654086988 0.3984256807 0.4119904865 0.4039846636 0.3301282244 0.4133188512 0.3884155036 0.2800698294 0.2995299249 0.3876043497 0.3624984988 0.3855771656 0.3609390634 0.3535321253 0.3873506174 0.387464725 0.375838303 0.3435501477 0.3877921149 0.374405824 0.3679237988 0.2975255718 0.4013384462 0.3269739675 0.3756616024 0.4215313556 0.3486761528 0.3643668108 0.303685883 0.3611733193 0.3815424989 0.3078620929 0.3528459808 0.3716750857 0.4074184832 0.4201985768 0.412482449 0.3839524995 0.4013296646 0.3762013364
0.3827695669 0.3486010296 0.4032257804 0.3384827499 0.3980915745 0.3968184853 0.3936103086 0.3831745108 0.3757809432 0.3516645401 0.3669505897 0.3938695212 0.4025233736 0.3963490941 0.3005326158 0.3793577988 0.3865537197 0.3239327733 0.3741982521 0.3634257726 0.4108687695 0.3626926496 0.3802959361 0.3849746755 0.4023041224 0.3771290084 0.3459046694 0.370124333 0.3969744515 0.4073134119 0.391738707 0.3891721226 0.391822928 0.3093567525 0.3942004819 0.3857833808 0.402657906 0.3731610874 0.3437647122 0.3547910234 0.3340181373 0.3666469327 0.3570718215 0.2858105951 0.3583982241 0.3955518957 0.4109453524 0.3850329321 0.4023540913 0.3629385656
0.3255447037 0.4276128657 0.4072024635 0.3543312226 0.4000761826 0.4141217879 0.2872063765 0.3504378668 0.3758070131 0.3744158597 0.3620121194 0.4067053588 0.4196698119 0.4218268423 0.3594895587 0.3499686994 0.3748051824 0.3136105041 0.3574688163 0.3534261668 0.3889343795 0.325445421 0.3771083406 0.2759888175 0.3990697955 0.3623917597 0.3584004007 0.4058601345 0.3855102722 0.3359528573 0.4114445688 0.3210720387 0.3479080634 0.3677514374 0.3548107088 0.3968192426 0.4147071588 0.3683976446 0.2981599851 0.3714570448 0.3504903616 0.3617909325 0.3464564446 0.3938846977 0.3679555671 0.3985741 0.4262206815 0.3343639392 0.4294073567 0.2795867009
0.3323199551 0.4219846958 0.4120148592 0.3387770499 0.4051246142 0.3497229617 0.3459594105 0.3585100341 0.4104021263 0.3943110144 0.3194670587 0.3549382498 0.4071741597 0.3914237251 0.3865777098 0.3886040996 0.3716426998 0.3522068348 0.3650710515 0.3991686581 0.3929630201 0.3699196883 0.3860926187 0.316383811 0.4268389533 0.3709154743 0.3212165933 0.3915355551 0.4038150333 0.3957690003 0.410546922 0.2743477749 0.3804689048 0.3664666052 0.4045181387 0.4105737089 0.3660533699 0.3963339039 0.3556243871 0.3596631843 0.3761674385 0.3641672067 0.3241003425 0.3362416714 0.3410707405 0.4027945162 0.3946302563 0.3395706085 0.3878222761 0.3246448521
