126.9520958,110.147003,0,7.352105465
126.1075998,116.9657693,0,45.89226825
126.2270914,116.6323741,0,35.84353999
127.2022126,109.0668112,0,5.888526838
127.0550048,109.8279725,0,6.896863913
127.1842026,109.3422411,0,6.187037957
127.0123667,112.1158477,0,12.04597499
127.1874689,107.6003821,0,3.392287798
126.9591095,112.0152992,0,11.53205067
127.053616,110.6167005,0,8.454890208
126.6934742,113.8090254,0,15.92401665
126.5769727,114.3692346,0,18.07097517
126.95942,110.0349739,0,7.081902409
127.2021507,105.4592977,0,0.347087789
127.1214744,108.334504,0,4.286085591
127.0577631,110.0037425,0,7.1514274
127.0497788,109.8478128,0,6.749082513
126.918574,112.130048,0,11.52825603
127.1004138,109.2046097,0,5.850570555
126.9060651,112.4193987,0,12.36040867
126.7664293,113.7550468,0,15.84405811
126.9510025,109.9675653,0,6.988573442
126.676462,114.111047,0,17.05378449
126.6812306,114.0367032,0,16.78648637
126.6254052,114.9017635,0,21.08252432
126.6783857,114.9277656,0,21.67927462
126.2171684,116.305864,0,31.76760803
127.2122059,108.9111025,0,5.523799226
126.8391819,112.7060855,0,12.94929814
127.3157887,106.5186515,0,2.031648544
127.2047981,106.0051818,0,0.871564387
126.852494,114.065178,0,19.85606495
125.7097103,117.1069364,0,68.5635166
127.0124197,109.6466064,0,6.444229445
126.7852983,114.6308889,0,20.07155716
126.701451,113.9007201,0,16.47534659
126.6212823,115.0788856,0,21.6826937
127.1739482,109.4959352,0,6.296105058
127.0052666,112.0686137,0,11.9038707
126.820289,113.1516281,0,13.99328928
127.0428976,108.9160165,0,5.158600057
127.3628239,106.3870605,0,2.175069454
126.0446976,116.8292893,0,41.83712716
126.4140201,116.2451959,0,31.68344465
127.0690247,111.6139707,0,11.24780127
126.8788475,111.2869267,0,9.368886521
126.8430021,113.4395661,0,15.22324029
126.013666,116.9037756,0,45.18789964
127.2207152,107.2383363,0,2.633917174
127.3415576,106.3974733,0,1.898576076
127.0710068,106.8132365,0,2.15316122
127.0209327,111.9538963,0,11.28422181
126.9982167,109.8155742,0,6.613645333
126.7584405,114.5112065,0,19.90866698
126.8950205,112.1230941,0,11.06434411
126.4957274,114.7674902,0,20.152109
127.0546181,110.7614217,0,8.681071397
126.7554257,114.1501552,0,17.74957178
127.0032391,111.3447457,0,9.505610803
127.0254067,110.8789573,0,8.587907232
126.7121375,113.8224835,0,16.38025209
